a_age,a_gender,a_race,crime,weapon
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,White,Murder and Nonnegligent Manslaughter,Handgun
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
15,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
39,M,White,Murder and Nonnegligent Manslaughter,Handgun
39,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
39,M,White,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
54,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
43,F,White,Murder and Nonnegligent Manslaughter,Blunt Object
43,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
29,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
29,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
29,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
29,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
34,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
51,M,White,Murder and Nonnegligent Manslaughter,Handgun
51,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
51,M,Black or African American,Murder and Nonnegligent Manslaughter,Blunt Object
21,M,White,Murder and Nonnegligent Manslaughter,Handgun
27,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
41,M,White,Murder and Nonnegligent Manslaughter,Other
41,M,White,Murder and Nonnegligent Manslaughter,Asphyxiation
50,F,White,Murder and Nonnegligent Manslaughter,Blunt Object
50,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Unknown
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
40,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,White,Murder and Nonnegligent Manslaughter,Handgun
18,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
45,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
30,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
32,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
67,M,White,Murder and Nonnegligent Manslaughter,Handgun
67,M,White,Murder and Nonnegligent Manslaughter,Handgun
31,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
31,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
37,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
37,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
28,M,White,Murder and Nonnegligent Manslaughter,Other
28,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
65,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
65,M,White,Murder and Nonnegligent Manslaughter,Firearm
50,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
50,M,White,Murder and Nonnegligent Manslaughter,Handgun
50,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
50,M,White,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
20,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
22,M,White,Murder and Nonnegligent Manslaughter,Other Firearm
23,M,Unknown,Murder and Nonnegligent Manslaughter,Firearm
23,M,Unknown,Murder and Nonnegligent Manslaughter,Personal Weapons
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
53,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
57,M,White,Murder and Nonnegligent Manslaughter,Handgun
57,M,White,Negligent Manslaughter,Drugs/Narcotics/Sleeping Pills
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
24,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
24,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
24,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
38,M,White,Murder and Nonnegligent Manslaughter,Handgun
38,M,White,Murder and Nonnegligent Manslaughter,Firearm
18,M,White,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
49,M,White,Murder and Nonnegligent Manslaughter,Handgun
49,M,White,Murder and Nonnegligent Manslaughter,Handgun
49,M,White,Murder and Nonnegligent Manslaughter,Handgun
29,M,White,Murder and Nonnegligent Manslaughter,Rifle
42,F,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
34,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
66,M,White,Murder and Nonnegligent Manslaughter,Firearm
66,M,White,Murder and Nonnegligent Manslaughter,Personal Weapons
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
17,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
46,M,White,Negligent Manslaughter,Drugs/Narcotics/Sleeping Pills
46,M,White,Negligent Manslaughter,Drugs/Narcotics/Sleeping Pills
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
19,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
44,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
29,M,White,Murder and Nonnegligent Manslaughter,Firearm
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
16,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
21,M,White,Murder and Nonnegligent Manslaughter,Handgun
36,M,White,Murder and Nonnegligent Manslaughter,Firearm
69,M,White,Murder and Nonnegligent Manslaughter,Handgun
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
26,M,Black or African American,Murder and Nonnegligent Manslaughter,Other
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
35,M,White,Murder and Nonnegligent Manslaughter,Handgun
